service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train419,2026-06-05,11980,PENN STATION MARC sb,2026-06-05T11:50:00Z,2026-06-05T11:50:00Z,NA,NA,2026-06-05T12:32:38Z,64.4
marc,11705,Train419,2026-06-05,11958,UNION STATION MARC Washington,NA,NA,2026-06-05T12:53:00Z,2026-06-05T12:55:52Z,2026-06-05T12:32:38Z,64.4
marc,11705,Train421,2026-06-05,11958,UNION STATION MARC Washington,NA,NA,2026-06-05T13:32:00Z,2026-06-05T13:32:00Z,2026-06-05T12:32:38Z,64.4
marc,11705,Train610,2026-06-05,11958,UNION STATION MARC Washington,2026-06-05T11:50:00Z,2026-06-05T11:51:17Z,NA,NA,2026-06-05T12:32:38Z,64.4
marc,11705,Train610,2026-06-05,12002,PENN STATION MARC nb,2026-06-05T12:46:00Z,2026-06-05T12:46:00Z,2026-06-05T12:40:15Z,2026-06-05T12:39:09Z,2026-06-05T12:32:38Z,64.4
marc,11705,Train612,2026-06-05,11958,UNION STATION MARC Washington,2026-06-05T12:20:00Z,2026-06-05T12:22:42Z,NA,NA,2026-06-05T12:32:38Z,64.4
marc,11705,Train612,2026-06-05,12002,PENN STATION MARC nb,2026-06-05T13:20:00Z,2026-06-05T13:22:12Z,2026-06-05T13:17:00Z,2026-06-05T13:19:12Z,2026-06-05T12:32:38Z,64.4
amtrak,NER,66,2026-06-05,BAL,Baltimore Penn Station,2026-06-05T02:51:00Z,2026-06-05T02:52:00Z,2026-06-05T02:49:00Z,2026-06-05T02:50:00Z,2026-06-05T12:32:38Z,64.4
amtrak,NER,66,2026-06-05,WAS,Washington Union Station,2026-06-05T02:00:00Z,2026-06-05T02:02:00Z,2026-06-05T01:28:00Z,2026-06-05T01:31:00Z,2026-06-05T12:32:38Z,64.4
amtrak,NER,67,2026-06-05,BAL,Baltimore Penn Station,2026-06-05T10:04:00Z,2026-06-05T10:04:00Z,2026-06-05T10:02:00Z,2026-06-05T10:01:00Z,2026-06-05T12:32:38Z,64.4
amtrak,NER,67,2026-06-05,WAS,Washington Union Station,2026-06-05T11:20:00Z,2026-06-05T11:20:00Z,2026-06-05T10:54:00Z,2026-06-05T10:52:00Z,2026-06-05T12:32:38Z,64.4
amtrak,NER,86,2026-06-05,BAL,Baltimore Penn Station,2026-06-05T13:33:00Z,2026-06-05T13:39:00Z,2026-06-05T13:31:00Z,2026-06-05T13:39:00Z,2026-06-05T12:32:38Z,64.4
amtrak,NER,86,2026-06-05,WAS,Washington Union Station,2026-06-05T12:50:00Z,2026-06-05T12:42:00Z,2026-06-05T12:18:00Z,2026-06-05T12:42:00Z,2026-06-05T12:32:38Z,64.4
