service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train407,2026-08-18,11980,PENN STATION MARC sb,2026-08-18T09:35:00Z,2026-08-18T09:47:01Z,NA,NA,2026-08-18T10:17:54Z,67
marc,11705,Train407,2026-08-18,11958,UNION STATION MARC Washington,NA,NA,2026-08-18T10:36:00Z,2026-08-18T10:51:21Z,2026-08-18T10:17:54Z,67
marc,11705,Train400,2026-08-18,11958,UNION STATION MARC Washington,2026-08-18T09:40:00Z,2026-08-18T09:40:47Z,NA,NA,2026-08-18T10:17:54Z,67
marc,11705,Train400,2026-08-18,12002,PENN STATION MARC nb,NA,NA,2026-08-18T10:43:00Z,2026-08-18T10:48:00Z,2026-08-18T10:17:54Z,67
marc,11705,Train502,2026-08-18,11958,UNION STATION MARC Washington,2026-08-18T10:12:00Z,2026-08-18T10:14:02Z,NA,NA,2026-08-18T10:17:54Z,67
marc,11705,Train502,2026-08-18,12002,PENN STATION MARC nb,2026-08-18T11:26:00Z,2026-08-18T11:28:04Z,2026-08-18T11:24:00Z,2026-08-18T11:26:04Z,2026-08-18T10:17:54Z,67
marc,11705,Train505,2026-08-18,11980,PENN STATION MARC sb,2026-08-18T09:10:00Z,2026-08-18T09:29:04Z,2026-08-18T09:09:30Z,2026-08-18T09:25:04Z,2026-08-18T10:17:54Z,67
marc,11705,Train505,2026-08-18,11958,UNION STATION MARC Washington,NA,NA,2026-08-18T10:10:00Z,2026-08-18T10:34:19Z,2026-08-18T10:17:54Z,67
marc,11705,Train511,2026-08-18,11980,PENN STATION MARC sb,2026-08-18T09:53:00Z,2026-08-18T09:56:14Z,2026-08-18T09:51:36Z,2026-08-18T09:55:56Z,2026-08-18T10:17:54Z,67
marc,11705,Train511,2026-08-18,11958,UNION STATION MARC Washington,NA,NA,2026-08-18T10:48:00Z,2026-08-18T10:50:50Z,2026-08-18T10:17:54Z,67
amtrak,NER,66,2026-08-18,BAL,Baltimore Penn Station,2026-08-18T03:01:00Z,2026-08-18T03:41:00Z,2026-08-18T02:49:00Z,2026-08-18T03:37:00Z,2026-08-18T10:17:54Z,67
amtrak,NER,66,2026-08-18,WAS,Washington Union Station,2026-08-18T02:00:00Z,2026-08-18T03:03:00Z,2026-08-18T01:28:00Z,2026-08-18T01:42:00Z,2026-08-18T10:17:54Z,67
