service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train421,2026-07-27,11980,PENN STATION MARC sb,2026-07-27T12:30:00Z,2026-07-27T12:30:00Z,NA,NA,2026-07-27T12:51:43Z,60.8
marc,11705,Train421,2026-07-27,11958,UNION STATION MARC Washington,NA,NA,2026-07-27T13:32:00Z,2026-07-27T13:32:34Z,2026-07-27T12:51:43Z,60.8
marc,11705,Train419,2026-07-27,11980,PENN STATION MARC sb,2026-07-27T11:50:00Z,2026-07-27T11:50:00Z,NA,NA,2026-07-27T12:51:43Z,60.8
marc,11705,Train419,2026-07-27,11958,UNION STATION MARC Washington,NA,NA,2026-07-27T12:53:00Z,2026-07-27T12:54:49Z,2026-07-27T12:51:43Z,60.8
marc,11705,Train525,2026-07-27,11980,PENN STATION MARC sb,2026-07-27T13:30:00Z,2026-07-27T13:33:06Z,2026-07-27T13:28:00Z,2026-07-27T13:31:06Z,2026-07-27T12:51:43Z,60.8
marc,11705,Train525,2026-07-27,11958,UNION STATION MARC Washington,NA,NA,2026-07-27T14:28:00Z,2026-07-27T14:31:06Z,2026-07-27T12:51:43Z,60.8
marc,11705,Train612,2026-07-27,11958,UNION STATION MARC Washington,2026-07-27T12:20:00Z,2026-07-27T12:21:44Z,NA,NA,2026-07-27T12:51:43Z,60.8
marc,11705,Train612,2026-07-27,12002,PENN STATION MARC nb,2026-07-27T13:20:00Z,2026-07-27T13:23:29Z,2026-07-27T13:17:00Z,2026-07-27T13:20:29Z,2026-07-27T12:51:43Z,60.8
marc,11705,Train610,2026-07-27,11958,UNION STATION MARC Washington,2026-07-27T11:50:00Z,2026-07-27T11:51:25Z,NA,NA,2026-07-27T12:51:43Z,60.8
marc,11705,Train610,2026-07-27,12002,PENN STATION MARC nb,2026-07-27T12:46:00Z,2026-07-27T12:42:03Z,2026-07-27T12:40:15Z,2026-07-27T12:40:42Z,2026-07-27T12:51:43Z,60.8
amtrak,NER,66,2026-07-27,BAL,Baltimore Penn Station,2026-07-27T02:51:00Z,2026-07-27T02:53:00Z,2026-07-27T02:49:00Z,2026-07-27T02:51:00Z,2026-07-27T12:51:43Z,60.8
amtrak,NER,66,2026-07-27,WAS,Washington Union Station,2026-07-27T02:00:00Z,2026-07-27T02:14:00Z,2026-07-27T01:28:00Z,2026-07-27T01:33:00Z,2026-07-27T12:51:43Z,60.8
amtrak,NER,67,2026-07-27,BAL,Baltimore Penn Station,2026-07-27T10:04:00Z,2026-07-27T10:05:00Z,2026-07-27T10:02:00Z,2026-07-27T09:59:00Z,2026-07-27T12:51:43Z,60.8
