service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train412,2026-06-19,11958,UNION STATION MARC Washington,2026-06-19T13:00:00Z,2026-06-19T13:02:36Z,NA,NA,2026-06-19T13:28:14Z,61.6
marc,11705,Train412,2026-06-19,12002,PENN STATION MARC nb,NA,NA,2026-06-19T13:56:00Z,2026-06-19T14:01:21Z,2026-06-19T13:28:14Z,61.6
marc,11705,Train421,2026-06-19,11980,PENN STATION MARC sb,2026-06-19T12:30:00Z,2026-06-19T12:30:00Z,NA,NA,2026-06-19T13:28:14Z,61.6
marc,11705,Train421,2026-06-19,11958,UNION STATION MARC Washington,NA,NA,2026-06-19T13:32:00Z,2026-06-19T13:30:53Z,2026-06-19T13:28:14Z,61.6
marc,11705,Train423,2026-06-19,11980,PENN STATION MARC sb,2026-06-19T13:00:00Z,2026-06-19T13:00:00Z,NA,NA,2026-06-19T13:28:14Z,61.6
marc,11705,Train423,2026-06-19,11958,UNION STATION MARC Washington,NA,NA,2026-06-19T14:03:00Z,2026-06-19T14:03:47Z,2026-06-19T13:28:14Z,61.6
marc,11705,Train525,2026-06-19,11980,PENN STATION MARC sb,2026-06-19T13:30:00Z,2026-06-19T13:39:02Z,2026-06-19T13:28:00Z,2026-06-19T13:37:02Z,2026-06-19T13:28:14Z,61.6
marc,11705,Train525,2026-06-19,11958,UNION STATION MARC Washington,NA,NA,2026-06-19T14:28:00Z,2026-06-19T14:37:02Z,2026-06-19T13:28:14Z,61.6
marc,11705,Train612,2026-06-19,11958,UNION STATION MARC Washington,2026-06-19T12:20:00Z,2026-06-19T12:22:01Z,NA,NA,2026-06-19T13:28:14Z,61.6
marc,11705,Train612,2026-06-19,12002,PENN STATION MARC nb,2026-06-19T13:20:00Z,2026-06-19T13:13:56Z,2026-06-19T13:17:00Z,2026-06-19T13:13:14Z,2026-06-19T13:28:14Z,61.6
