service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
marc,11705,Train404,2026-04-30,11958,UNION STATION MARC Washington,2026-04-30T10:40:00Z,2026-04-30T10:41:25Z,NA,NA,2026-04-30T11:24:16Z,87.3
marc,11705,Train404,2026-04-30,12002,PENN STATION MARC nb,NA,NA,2026-04-30T11:36:00Z,2026-04-30T11:32:01Z,2026-04-30T11:24:16Z,87.3
marc,11705,Train408,2026-04-30,11958,UNION STATION MARC Washington,2026-04-30T11:00:00Z,2026-04-30T11:01:25Z,NA,NA,2026-04-30T11:24:16Z,87.3
marc,11705,Train408,2026-04-30,12002,PENN STATION MARC nb,NA,NA,2026-04-30T11:44:00Z,2026-04-30T11:30:35Z,2026-04-30T11:24:16Z,87.3
marc,11705,Train410,2026-04-30,11958,UNION STATION MARC Washington,2026-04-30T11:15:00Z,2026-04-30T11:16:08Z,NA,NA,2026-04-30T11:24:16Z,87.3
marc,11705,Train410,2026-04-30,12002,PENN STATION MARC nb,NA,NA,2026-04-30T12:17:00Z,2026-04-30T12:17:45Z,2026-04-30T11:24:16Z,87.3
marc,11705,Train413,2026-04-30,11980,PENN STATION MARC sb,2026-04-30T10:40:00Z,2026-04-30T10:40:11Z,NA,NA,2026-04-30T11:24:16Z,87.3
marc,11705,Train413,2026-04-30,11958,UNION STATION MARC Washington,NA,NA,2026-04-30T11:43:00Z,2026-04-30T11:46:41Z,2026-04-30T11:24:16Z,87.3
marc,11705,Train415,2026-04-30,11980,PENN STATION MARC sb,2026-04-30T11:00:00Z,2026-04-30T11:02:50Z,NA,NA,2026-04-30T11:24:16Z,87.3
marc,11705,Train415,2026-04-30,11958,UNION STATION MARC Washington,NA,NA,2026-04-30T12:02:00Z,2026-04-30T12:02:00Z,2026-04-30T11:24:16Z,87.3
marc,11705,Train502,2026-04-30,11958,UNION STATION MARC Washington,2026-04-30T10:12:00Z,2026-04-30T10:13:57Z,NA,NA,2026-04-30T11:24:16Z,87.3
